Geneid	Chr	Start	End	Strand	Length	control_1	control_2	control_3	uvc_1	uvc_2	uvc_3
gene:AT1G04710	1	1321885	1324840	+	2956	116	186	78	11	1	28
gene:AT1G04730	1	1325099	1331169	-	6071	133	74	28	218	131	42
gene:AT1G04750	1	1331466	1333651	-	2186	494	618	258	1385	260	292
gene:AT1G04760	1	1334533	1336704	+	2172	53	77	26	6	3	0
gene:AT1G04770	1	1336274	1337849	-	1576	143	154	77	12	20	2
gene:AT1G04778	1	1339588	1340565	+	978	8	7	0	89	0	0
gene:AT1G04780	1	1340553	1343793	-	3241	573	471	298	2141	454	667
gene:AT1G04790	1	1344989	1348868	+	3880	168	336	47	366	166	115
gene:AT1G04800	1	1348452	1349478	-	1027	3	188	10	9	9	117
gene:AT1G04810	1	1350080	1355466	+	5387	413	584	300	2324	683	437
gene:AT1G04820	1	1356084	1358547	-	2464	1649	2081	784	3599	1437	1293
gene:AT1G04830	1	1358574	1362019	-	3446	113	161	88	108	45	77
gene:AT1G04840	1	1362227	1365027	-	2801	12	58	1	6	0	7
gene:AT1G04850	1	1365107	1368940	-	3834	623	851	401	997	391	546
gene:AT1G04860	1	1369036	1373103	-	4068	358	481	229	633	205	471
gene:AT1G04870	1	1373234	1375821	-	2588	70	192	8	579	180	153
gene:AT1G04880	1	1375824	1379228	-	3405	0	3	0	3	0	7
gene:AT1G04890	1	1380382	1382599	-	2218	0	0	0	8	0	0
gene:AT1G04895	1	1383008	1383422	-	415	0	0	0	0	0	0
gene:AT1G04900	1	1383841	1387895	+	4055	67	126	58	343	2	1
gene:AT1G04910	1	1387871	1391381	-	3511	119	335	110	148	108	85
gene:AT1G04920	1	1391434	1395953	-	4520	33	58	11	0	0	5
gene:AT1G04930	1	1396265	1399122	-	2858	47	57	24	177	50	63
gene:AT1G04945	1	1399174	1403112	+	3939	323	463	300	964	239	418
gene:AT1G04940	1	1399182	1400830	+	1649	262	388	212	327	140	358
gene:AT1G04950	1	1403085	1407531	-	4447	315	261	114	378	87	66
gene:AT1G04960	1	1407772	1410933	-	3162	108	141	17	674	195	504
gene:AT1G04970	1	1411088	1413627	+	2540	116	301	278	592	119	94
gene:AT1G04980	1	1413644	1416218	-	2575	149	233	14	164	8	143
gene:AT1G04985	1	1416342	1419027	-	2686	173	234	113	326	115	203
gene:AT1G04990	1	1418612	1421863	-	3252	135	216	39	376	108	77
gene:AT1G05000	1	1425539	1428869	+	3331	27	28	7	121	42	33
gene:AT1G05005	1	1429048	1430056	+	1009	0	0	0	0	0	0
gene:AT1G05010	1	1431177	1433010	-	1834	503	556	331	4546	1079	2307
gene:AT1G05020	1	1435155	1437763	-	2609	1	4	1	22	5	17
gene:AT1G05030	1	1438048	1441933	-	3886	61	109	60	108	0	3
gene:AT1G05035	1	1444983	1446116	+	1134	8	2	0	2	0	0
gene:AT1G05040	1	1447369	1448463	-	1095	0	0	0	0	0	0
gene:AT1G05055	1	1448631	1450901	-	2271	102	150	23	303	2	54
gene:AT1G05060	1	1451002	1452872	-	1871	78	107	37	872	185	242
gene:AT1G05065	1	1454606	1455322	-	717	0	4	0	35	0	0
gene:AT1G05070	1	1457007	1458802	-	1796	77	150	86	15	25	30
gene:AT1G05080	1	1459091	1460579	+	1489	0	0	0	1	0	0
gene:AT1G05085	1	1460988	1461670	+	683	0	3	0	0	0	0
gene:AT1G05087	1	1463108	1464173	+	1066	0	9	26	0	0	6
gene:AT1G05090	1	1464239	1465875	+	1637	0	0	0	4	0	2
gene:AT1G05100	1	1469541	1470881	+	1341	0	0	9	0	11	32
gene:AT1G05120	1	1471323	1476289	-	4967	127	176	57	425	181	273
gene:AT1G05136	1	1478923	1479063	+	141	0	0	0	9	0	0
gene:AT1G05140	1	1482546	1484059	+	1514	357	700	294	445	90	55
gene:AT1G05150	1	1484067	1487027	-	2961	705	593	303	672	203	149
gene:AT1G05160	1	1487378	1491005	-	3628	80	142	72	43	0	36
gene:AT1G05170	1	1490974	1494248	-	3275	16	80	87	446	85	108
gene:AT1G05180	1	1498114	1501953	-	3840	171	343	86	949	87	94
gene:AT1G05190	1	1502251	1503853	-	1603	1818	2866	1030	2415	370	882
gene:AT1G05200	1	1504941	1509152	+	4212	323	471	115	485	74	135
gene:AT1G05205	1	1509103	1510341	-	1239	65	101	77	94	45	89
gene:AT1G05210	1	1510404	1511683	+	1280	4	14	6	0	5	0
gene:AT1G05220	1	1511895	1512842	+	948	0	0	0	0	0	0
gene:AT1G05230	1	1512896	1518900	-	6005	32	0	5	3	0	2
gene:AT1G05240	1	1520278	1523023	+	2746	0	0	0	0	0	32
gene:AT1G05250	1	1525601	1527360	-	1760	0	0	0	2	0	0
gene:AT1G05260	1	1529767	1531484	+	1718	0	3	1	23	5	2
gene:AT1G05270	1	1531641	1534767	-	3127	309	440	157	550	125	105
gene:AT1G05280	1	1534830	1537602	-	2773	0	1	1	2	1	2
gene:AT1G05290	1	1539152	1540562	-	1411	0	1	0	0	0	2
gene:AT1G05291	1	1541348	1542432	-	1085	0	0	0	0	0	0
gene:AT1G05300	1	1544927	1547849	-	2923	114	40	37	2	0	18
gene:AT1G05310	1	1550503	1552587	-	2085	79	196	74	33	12	61
gene:AT1G05320	1	1553568	1557848	+	4281	271	272	125	101	24	54
gene:AT1G05330	1	1558058	1558745	+	688	0	0	0	21	0	0
gene:AT1G05340	1	1558778	1559917	-	1140	15	6	0	255	93	108
gene:AT1G05350	1	1560678	1564409	-	3732	215	258	49	1060	102	308
gene:AT1G05360	1	1564491	1567508	+	3018	111	160	38	341	124	76
gene:AT1G05370	1	1569147	1572469	-	3323	62	141	30	203	6	28
gene:AT1G05380	1	1576822	1582672	+	5851	574	492	288	923	252	436
gene:AT1G05385	1	1582671	1583760	-	1090	117	121	15	83	0	164
gene:AT1G05400	1	1584073	1585421	+	1349	0	5	27	1	13	0
gene:AT1G05410	1	1585371	1587794	-	2424	60	76	68	210	0	43
gene:AT1G05420	1	1589973	1591012	+	1040	1	12	0	0	2	7
gene:AT1G05430	1	1594053	1595923	-	1871	59	243	61	277	61	60
gene:AT1G05440	1	1596007	1597940	-	1934	35	38	10	6	0	0
gene:AT1G05450	1	1599876	1601214	+	1339	0	6	0	0	0	0
gene:AT1G05460	1	1601148	1605034	-	3887	277	318	201	72	206	69
gene:AT1G05470	1	1607202	1611840	-	4639	483	710	219	418	96	149
gene:AT1G05490	1	1618504	1623489	-	4986	0	30	0	0	0	8
gene:AT1G05500	1	1624919	1629289	+	4371	356	388	153	250	105	260
gene:AT1G05510	1	1629446	1630863	+	1418	0	2	0	0	0	0
gene:AT1G05520	1	1630849	1636018	-	5170	307	412	135	136	100	390
gene:AT1G05530	1	1636249	1637914	-	1666	0	1	0	0	0	1
gene:AT1G05540	1	1639223	1640879	+	1657	23	114	66	0	0	14
gene:AT1G05550	1	1640959	1643917	-	2959	0	2	0	0	0	0
gene:AT1G05560	1	1645300	1647435	-	2136	897	946	340	1351	356	903
gene:AT1G05570	1	1647575	1659611	-	12037	447	548	90	393	170	385
gene:AT1G05575	1	1661550	1662259	-	710	0	0	0	794	139	148
gene:AT1G05577	1	1662352	1664398	-	2047	0	5	2	2	53	3
gene:AT1G05580	1	1665356	1668924	-	3569	0	0	0	1	0	0
gene:AT1G05590	1	1669350	1671902	+	2553	101	167	73	17	9	14
gene:AT1G05600	1	1671916	1673923	+	2008	46	140	10	4	4	21
gene:AT1G05610	1	1673861	1676077	-	2217	0	76	0	1	0	26
gene:AT1G05615	1	1677507	1678270	-	764	0	0	0	0	0	0
gene:AT1G05620	1	1678881	1681710	+	2830	42	75	30	143	14	47
gene:AT1G05630	1	1682224	1687363	+	5140	116	170	88	167	7	126
gene:AT1G05640	1	1687436	1689955	-	2520	78	166	111	14	24	33
gene:AT1G05650	1	1690002	1692179	-	2178	0	0	0	0	0	0
gene:AT1G05660	1	1694070	1696191	-	2122	0	0	0	0	0	0
gene:AT1G05670	1	1697541	1701065	-	3525	58	65	17	1342	375	274
gene:AT1G05675	1	1701116	1702749	-	1634	3	5	2	11144	2815	2765
gene:AT1G05680	1	1703002	1704838	-	1837	51	53	36	13997	4003	3717
gene:AT1G05690	1	1706736	1709360	+	2625	0	30	21	0	0	1
gene:AT1G05700	1	1709673	1713474	+	3802	0	12	3	79	0	10
gene:AT1G05710	1	1714818	1717290	+	2473	124	239	107	32	34	71
gene:AT1G05720	1	1717389	1718909	-	1521	99	161	76	66	37	93
gene:AT1G05730	1	1718555	1720587	+	2033	63	94	47	374	77	68
gene:AT1G05740	1	1720593	1721309	+	717	0	0	0	0	0	0
gene:AT1G05750	1	1721509	1724734	+	3226	143	305	94	55	4	77
gene:AT1G05760	1	1723734	1724534	-	801	81	268	57	39	0	62
gene:AT1G05770	1	1725388	1726321	-	934	27	68	31	164	0	2
gene:AT1G05780	1	1726558	1728520	+	1963	11	31	51	0	28	1
gene:AT1G05783	1	1728658	1729789	-	1132	0	1	0	93	39	8
gene:AT1G05785	1	1730242	1732657	+	2416	38	60	10	1	28	15
gene:AT1G05790	1	1732802	1737583	+	4782	170	205	161	571	127	109
gene:AT1G05800	1	1741204	1742619	+	1416	0	0	0	463	147	119
gene:AT1G05805	1	1744444	1747734	+	3291	266	430	179	473	93	148
gene:AT1G05810	1	1748259	1749526	+	1268	91	136	65	100	7	12
gene:AT1G05820	1	1749478	1754036	+	4559	78	42	76	0	43	6
gene:AT1G05830	1	1754130	1761909	+	7780	492	543	275	629	175	409
gene:AT1G05835	1	1762145	1762814	+	670	30	62	23	42	24	19
gene:AT1G05840	1	1762734	1766283	-	3550	220	337	135	424	8	38
gene:AT1G05850	1	1766503	1768837	-	2335	2097	2467	1221	5730	1660	1661
gene:AT1G05860	1	1768986	1771286	+	2301	143	182	64	92	99	94
gene:AT1G05870	1	1771385	1773385	-	2001	31	102	13	4	13	41
gene:AT1G05880	1	1775643	1778553	+	2911	0	1	0	427	167	86
gene:AT1G05890	1	1779256	1784675	+	5420	511	647	295	1166	385	251
gene:AT1G05894	1	1784736	1786326	+	1591	0	0	2	4	0	15
gene:AT1G05900	1	1786849	1789737	+	2889	117	140	94	602	1	49
gene:AT1G05910	1	1790216	1796715	+	6500	295	283	158	592	178	192
gene:AT1G05920	1	1796778	1798254	+	1477	0	0	0	0	0	0
gene:AT1G05930	1	1799418	1800933	+	1516	0	0	1	0	0	0
gene:AT1G05940	1	1801110	1804000	-	2891	238	408	147	244	200	91
gene:AT1G05950	1	1804401	1807670	-	3270	13	28	8	0	21	0
gene:AT1G05960	1	1807960	1815568	-	7609	258	390	147	1451	351	601
gene:AT1G05970	1	1815825	1817336	-	1512	40	47	0	114	38	1
gene:AT1G05990	1	1818392	1819184	+	793	0	0	0	1102	159	143
gene:AT1G06000	1	1820308	1821894	-	1587	5	38	22	128	45	123
gene:AT1G06010	1	1822583	1824236	+	1654	93	74	11	22	66	1
gene:AT1G06020	1	1824250	1826163	+	1914	0	5	0	0	0	0
gene:AT1G06030	1	1826803	1828279	+	1477	0	0	0	0	0	0
gene:AT1G06040	1	1828340	1829983	-	1644	248	437	169	594	122	209
gene:AT1G06045	1	1829522	1829865	+	344	126	202	119	268	10	43
gene:AT1G06050	1	1830471	1832555	-	2085	4	53	6	119	69	13
gene:AT1G06060	1	1832941	1834861	+	1921	134	218	71	60	58	47
gene:AT1G06070	1	1834829	1837758	-	2930	126	215	58	449	154	63
gene:AT1G06080	1	1843463	1846311	+	2849	0	0	1	0	0	0
gene:AT1G06090	1	1846701	1849693	+	2993	0	6	1	57	0	7
gene:AT1G06100	1	1851472	1853019	+	1548	0	3	0	0	0	0
gene:AT1G06110	1	1853059	1855378	-	2320	160	256	147	266	65	144
gene:AT1G06120	1	1855910	1857718	+	1809	0	0	0	0	0	0
gene:AT1G06130	1	1857757	1860938	-	3182	102	238	126	474	22	110
gene:AT1G06135	1	1862184	1862742	+	559	0	0	0	168	6	0
gene:AT1G06137	1	1863425	1863840	-	416	0	0	0	0	0	0
gene:AT1G06140	1	1864774	1866999	+	2226	35	14	4	0	0	33
gene:AT1G06143	1	1867037	1868905	-	1869	15	36	9	197	45	14
gene:AT1G06150	1	1868989	1873730	-	4742	945	951	314	1152	515	561
gene:AT1G06148	1	1874885	1877573	-	2689	20	25	0	247	36	49
gene:AT1G06160	1	1882907	1883992	+	1086	9	0	31	0	3	37
gene:AT1G06170	1	1884981	1886904	-	1924	0	1	3	0	0	28
gene:AT1G06180	1	1889362	1891276	+	1915	55	8	48	0	5	0
gene:AT1G06190	1	1892231	1894194	-	1964	349	411	294	500	142	136
gene:AT1G06200	1	1894289	1897027	-	2739	156	341	19	672	35	180
gene:AT1G06210	1	1897129	1899237	+	2109	177	270	165	856	167	120
gene:AT1G06220	1	1899951	1904897	+	4947	483	680	235	1113	437	338
gene:AT1G06225	1	1905918	1906298	+	381	0	0	0	0	0	0
gene:AT1G06230	1	1906963	1911056	+	4094	710	728	361	2934	660	669
gene:AT1G06240	1	1911095	1913295	+	2201	182	158	42	130	8	37
gene:AT1G06250	1	1913175	1914895	-	1721	0	41	12	7	49	0
gene:AT1G06260	1	1916430	1917585	+	1156	35	33	4	138	17	5
gene:AT1G06270	1	1917991	1919760	-	1770	96	80	32	131	19	4
gene:AT1G06280	1	1920307	1920949	-	643	0	0	0	0	0	0
gene:AT1G06290	1	1922208	1926278	+	4071	374	687	177	487	91	134
gene:AT1G06310	1	1926652	1930397	+	3746	0	4	0	4	0	0
gene:AT1G06320	1	1930523	1931449	+	927	0	0	0	0	0	0
gene:AT1G06330	1	1931229	1932429	-	1201	0	0	0	0	0	0
gene:AT1G06340	1	1933284	1934103	-	820	0	4	0	0	0	0
gene:AT1G06350	1	1935227	1936841	-	1615	0	0	0	0	0	0
gene:AT1G06360	1	1938862	1940496	-	1635	0	3	0	0	0	0
gene:AT1G06380	1	1944993	1946303	+	1311	94	85	57	462	147	92
gene:AT1G06390	1	1946746	1950860	+	4115	460	680	322	639	140	355
gene:AT1G06400	1	1950596	1952880	-	2285	246	357	146	320	149	178
gene:AT1G06410	1	1954674	1958866	+	4193	952	1152	388	1807	643	553
gene:AT1G06420	1	1958878	1960027	+	1150	1	26	6	15	0	6
gene:AT1G06430	1	1960031	1963189	-	3159	311	312	151	184	134	297
gene:AT1G06440	1	1963301	1965209	-	1909	17	31	19	282	5	47
gene:AT1G06450	1	1965840	1967219	+	1380	100	177	26	450	16	60
gene:AT1G06460	1	1967087	1969656	-	2570	1103	1296	497	910	298	598
gene:AT1G06470	1	1969658	1974526	+	4869	418	439	214	245	51	94
gene:AT1G06475	1	1973834	1974407	-	574	214	94	19	0	0	0
gene:AT1G06490	1	1978378	1989409	+	11032	111	350	129	562	53	151
gene:AT1G06500	1	1989479	1990730	+	1252	50	88	19	7	8	4
gene:AT1G06515	1	1990634	1992228	-	1595	61	152	28	78	1	26
gene:AT1G06510	1	1992229	1993841	+	1613	86	146	101	31	32	10
gene:AT1G06520	1	1993903	1996355	-	2453	36	38	34	442	42	44
gene:AT1G06530	1	2001382	2002802	+	1421	671	778	411	2382	760	1185
gene:AT1G06540	1	2001406	2003446	-	2041	671	796	420	2382	760	1203
gene:AT1G06550	1	2003627	2007212	-	3586	179	260	112	500	220	212
gene:AT1G06560	1	2007615	2012006	+	4392	121	188	49	39	129	47
gene:AT1G06570	1	2011885	2013545	-	1661	94	134	3	267	191	142
gene:AT1G06580	1	2013996	2016273	-	2278	52	8	18	21	47	27
gene:AT1G06590	1	2016306	2024749	-	8444	98	142	51	419	180	116
gene:AT1G06620	1	2025544	2027413	+	1870	14	0	3	1445	546	435
gene:AT1G06630	1	2027606	2031388	+	3783	174	175	88	738	53	114
gene:AT1G06640	1	2031626	2034112	+	2487	149	228	35	431	184	131
gene:AT1G06645	1	2034156	2035824	+	1669	57	125	11	0	6	0
gene:AT1G06650	1	2035718	2037366	+	1649	350	297	87	375	11	149
gene:AT1G06660	1	2037311	2040419	-	3109	15	24	7	293	0	2
gene:AT1G06670	1	2040410	2047655	+	7246	486	653	286	1037	462	262
gene:AT1G06680	1	2047634	2049439	+	1806	4168	9790	2879	13920	3203	4760
gene:AT1G06690	1	2049400	2052170	-	2771	126	142	70	232	95	82
gene:AT1G06700	1	2052370	2055548	-	3179	401	775	444	1048	177	209
gene:AT1G06710	1	2055745	2060429	-	4685	53	58	18	101	0	31
gene:AT1G06720	1	2060444	2067483	-	7040	489	569	186	880	166	375
gene:AT1G06730	1	2067509	2070455	+	2947	104	118	50	114	0	23
gene:AT1G06740	1	2070737	2073374	+	2638	7	112	10	2	27	48
gene:AT1G06750	1	2072979	2076505	+	3527	0	40	0	1	0	14
gene:AT1G06760	1	2076504	2077767	-	1264	1010	1474	583	2036	459	526
gene:AT1G06770	1	2078880	2082097	-	3218	64	207	5	265	1	74
gene:AT1G06780	1	2083311	2087141	+	3831	144	154	99	651	153	150
gene:AT1G06790	1	2087182	2089786	+	2605	76	112	23	207	124	47
gene:AT1G06800	1	2089417	2091686	-	2270	44	42	27	591	76	38
gene:AT1G06810	1	2091738	2092539	-	802	0	0	0	0	0	0
gene:AT1G06820	1	2092946	2096784	-	3839	400	333	226	882	155	268
gene:AT1G06830	1	2097106	2097655	+	550	516	479	192	2061	577	619
gene:AT1G06840	1	2097747	2103507	-	5761	118	255	72	440	197	284
gene:AT1G06850	1	2105048	2106749	+	1702	128	127	77	0	35	2
gene:AT1G06870	1	2108512	2110986	+	2475	59	136	132	735	311	175
gene:AT1G06890	1	2111323	2114686	-	3364	335	756	197	948	158	321
gene:AT1G06900	1	2114765	2120745	-	5981	454	679	214	1202	179	248
gene:AT1G06910	1	2120991	2123801	+	2811	88	103	87	10	22	59
gene:AT1G06920	1	2124676	2125902	-	1227	0	0	0	0	0	0
gene:AT1G06923	1	2126670	2127570	+	901	0	1	0	0	0	0
gene:AT1G06925	1	2127704	2128611	-	908	0	0	0	0	0	0
gene:AT1G06930	1	2128843	2129883	+	1041	0	0	0	0	0	0
gene:AT1G06950	1	2130053	2135703	-	5651	967	1670	562	1580	380	415
gene:AT1G06960	1	2135810	2137838	+	2029	50	140	58	49	0	50
gene:AT1G06970	1	2137871	2140975	+	3105	0	0	0	0	0	12
gene:AT1G06980	1	2142939	2143977	-	1039	0	2	0	1	0	0
gene:AT1G06990	1	2148342	2150152	+	1811	0	3	0	4	0	0
gene:AT1G07000	1	2150158	2152541	-	2384	30	85	73	1185	322	506
gene:AT1G07010	1	2152798	2155269	+	2472	146	172	58	14	70	95
gene:AT1G07020	1	2155213	2156153	-	941	63	188	37	195	93	101
gene:AT1G07025	1	2157658	2158158	-	501	0	0	0	0	0	0
gene:AT1G07030	1	2158413	2160818	-	2406	173	134	125	324	340	226
gene:AT1G07040	1	2160919	2163387	-	2469	121	302	111	157	57	243
gene:AT1G07050	1	2163575	2165261	-	1687	261	363	260	209	68	48
gene:AT1G07060	1	2166348	2168397	-	2050	3	2	0	0	0	0
gene:AT1G07070	1	2168561	2169957	+	1397	71	129	10	0	24	12
gene:AT1G07080	1	2169977	2172194	+	2218	106	213	172	275	148	177
gene:AT1G07090	1	2173952	2175038	-	1087	92	113	77	14	2	60
gene:AT1G07110	1	2178022	2184193	-	6172	768	1050	439	935	219	338
gene:AT1G07120	1	2184759	2186627	-	1869	0	21	22	827	91	217
gene:AT1G07130	1	2187776	2188733	+	958	18	50	48	1504	232	190
gene:AT1G07135	1	2189877	2190784	-	908	233	167	126	6158	1832	1775
gene:AT1G07140	1	2191679	2193836	-	2158	1545	1758	1274	5741	1850	2085
gene:AT1G07150	1	2193941	2195996	-	2056	0	4	0	54	19	7
gene:AT1G07160	1	2197854	2199773	-	1920	0	1	0	75	23	43
gene:AT1G07170	1	2199997	2201272	+	1276	52	105	48	152	64	12
gene:AT1G07175	1	2202278	2203366	+	1089	0	0	0	1	0	0
gene:AT1G07180	1	2204104	2207099	+	2996	0	1	0	82	6	23
gene:AT1G07190	1	2208013	2208177	+	165	0	0	0	0	0	0
gene:AT1G07200	1	2208477	2212718	-	4242	401	498	228	258	46	49
gene:AT1G07210	1	2215216	2216982	+	1767	192	305	119	529	103	81
gene:AT1G07220	1	2216925	2219649	-	2725	118	132	114	609	434	317
gene:AT1G07230	1	2220181	2223018	-	2838	447	255	227	217	110	196
gene:AT1G07240	1	2223625	2225524	+	1900	68	115	56	3047	438	414
gene:AT1G07250	1	2225759	2227608	+	1850	96	212	57	877	101	39
gene:AT1G07260	1	2227594	2229357	-	1764	21	28	2	1	5	2
gene:AT1G07270	1	2229444	2233017	-	3574	10	39	1	0	0	0
gene:AT1G07280	1	2238017	2241471	+	3455	731	868	433	678	337	384
gene:AT1G07290	1	2242012	2244992	-	2981	14	1	6	72	0	0
gene:AT1G07300	1	2245693	2247240	-	1548	43	64	21	26	11	5
gene:AT1G07310	1	2247112	2248961	-	1850	302	197	184	518	201	300
gene:AT1G07320	1	2248967	2250529	+	1563	1778	2704	1543	1771	634	1086
gene:AT1G07330	1	2250920	2254036	+	3117	21	19	0	0	0	0
gene:AT1G07340	1	2254822	2256850	+	2029	0	2	0	1	0	1
gene:AT1G07350	1	2257384	2260187	-	2804	202	144	49	271	73	58
gene:AT1G07360	1	2260317	2262923	-	2607	234	293	134	833	582	409
gene:AT1G07370	1	2263037	2264553	+	1517	61	121	39	32	25	70
gene:AT1G07380	1	2264634	2269121	-	4488	202	271	77	366	92	130
gene:AT1G07390	1	2269622	2274901	+	5280	2	33	18	1	0	26
gene:AT1G07400	1	2274926	2275783	+	858	1	7	1	6	7	17
gene:AT1G07410	1	2276030	2277524	+	1495	9	24	22	0	0	0
gene:AT1G07420	1	2277555	2280502	+	2948	118	215	154	443	103	33
gene:AT1G07430	1	2280746	2282828	-	2083	12	0	0	628	68	83
gene:AT1G07440	1	2286185	2287791	-	1607	326	268	131	22	26	36
gene:AT1G07450	1	2287926	2289336	-	1411	0	2	1	0	0	0
gene:AT1G07460	1	2289959	2291101	+	1143	0	0	1	0	0	0
gene:AT1G07470	1	2291369	2294558	+	3190	85	249	96	224	269	202
gene:AT1G07473	1	2294566	2295489	-	924	0	0	0	2	0	0
gene:AT1G07476	1	2295553	2296497	+	945	0	0	2	0	22	0
gene:AT1G07480	1	2296023	2299544	-	3522	133	101	104	456	129	135
gene:AT1G07485	1	2301375	2302121	+	747	15	30	14	0	18	0
gene:AT1G07490	1	2301380	2302021	-	642	15	29	14	0	18	0
gene:AT1G07510	1	2304435	2312399	+	7965	458	427	290	4364	1050	1345
gene:AT1G07500	1	2304766	2305031	-	266	0	0	3	285	3	41
gene:AT1G07520	1	2309534	2312385	-	2852	14	59	90	3218	713	975
gene:AT1G07530	1	2313581	2316507	-	2927	501	721	234	2021	423	614
gene:AT1G07540	1	2318143	2321664	-	3522	0	4	12	0	0	1
gene:AT1G07550	1	2322543	2326570	-	4028	0	0	2	1	0	0
gene:AT1G07560	1	2327315	2331148	+	3834	0	0	0	12	0	2
gene:AT1G07570	1	2331136	2333767	-	2632	27	30	2	9	31	13
gene:AT1G07590	1	2336477	2339391	-	2915	6773	6596	4947	23472	5082	7042
gene:AT1G07600	1	2338904	2339321	-	418	4841	4492	3447	19067	3755	5682
gene:AT1G07610	1	2341447	2342148	+	702	53	46	9	48	6	35
gene:AT1G07615	1	2342198	2344314	-	2117	79	52	8	404	0	24
gene:AT1G07620	1	2344390	2346889	-	2500	0	0	0	31	4	30
gene:AT1G07630	1	2348915	2351799	+	2885	151	175	22	1242	289	365
gene:AT1G07640	1	2353031	2356413	-	3383	1693	1573	796	2530	466	852
gene:AT1G07650	1	2359111	2366736	-	7626	509	343	214	347	49	385
gene:AT1G07645	1	2367437	2368436	-	1000	2	0	3	0	17	0
gene:AT1G07660	1	2368833	2369735	+	903	61	93	118	398	57	42
gene:AT1G07670	1	2370020	2374607	-	4588	562	651	369	855	225	202
gene:AT1G07680	1	2376012	2377186	+	1175	0	0	0	0	0	0
gene:AT1G07690	1	2377976	2379207	+	1232	0	2	0	0	38	22
gene:AT1G07700	1	2379595	2381390	+	1796	164	207	111	89	49	115
gene:AT1G07705	1	2381555	2386157	+	4603	98	227	101	193	13	25
gene:AT1G07710	1	2386164	2388350	-	2187	0	18	11	0	6	13
gene:AT1G07720	1	2390531	2392628	-	2098	14	8	30	3	0	8
gene:AT1G07725	1	2394801	2397272	-	2472	78	80	36	116	4	50
gene:AT1G07740	1	2397442	2400508	-	3067	27	77	27	100	1	16
gene:AT1G07730	1	2397527	2398696	-	1170	0	12	0	1	0	0
gene:AT1G07745	1	2400589	2402942	-	2354	66	48	36	15	42	1
gene:AT1G07747	1	2403558	2403845	+	288	0	0	0	0	0	0
gene:AT1G07750	1	2403992	2406049	-	2058	120	135	69	10	86	68
gene:AT1G07770	1	2407411	2409791	-	2381	1358	1608	649	1739	569	706
gene:AT1G07780	1	2409865	2412777	-	2913	0	71	1	21	22	10
gene:AT1G07790	1	2412938	2413790	+	853	185	394	114	286	75	63
gene:AT1G07795	1	2414143	2414967	+	825	0	0	0	0	0	0
gene:AT1G07810	1	2416178	2420829	+	4652	201	234	79	888	303	110
gene:AT1G07820	1	2421089	2422066	-	978	214	466	232	390	29	38
gene:AT1G07830	1	2422126	2423803	+	1678	95	174	43	251	0	64
gene:AT1G07840	1	2424045	2426728	+	2684	136	164	65	639	20	66
gene:AT1G07850	1	2426705	2429225	+	2521	0	1	0	2	0	0
gene:AT1G07870	1	2428773	2432091	-	3319	77	133	91	18	3	31
gene:AT1G07860	1	2428911	2429431	-	521	0	1	0	0	0	0
gene:AT1G07880	1	2433896	2435858	-	1963	152	151	126	38	44	30
gene:AT1G07885	1	2435858	2436861	-	1004	1	0	0	0	0	0
gene:AT1G07890	1	2437281	2439665	+	2385	2883	4223	2181	5422	1622	1759
gene:AT1G07900	1	2442570	2443746	+	1177	1	17	0	0	0	0
gene:AT1G07902	1	2443918	2445140	+	1223	35	125	14	35	6	23
gene:AT1G07901	1	2443971	2444123	-	153	30	14	0	0	1	0
gene:AT1G07910	1	2445437	2454645	+	9209	171	272	114	128	77	57
gene:AT1G07920	1	2454771	2457321	+	2551	991	1466	471	3128	846	961
gene:AT1G07930	1	2458184	2460817	+	2634	1194	1676	907	4019	1249	1713
gene:AT1G07940	1	2462949	2465545	-	2597	1149	1767	685	4433	1153	744
gene:AT1G07950	1	2465729	2467165	-	1437	88	141	13	17	2	23
gene:AT1G07960	1	2467145	2469316	+	2172	114	200	63	549	83	181
gene:AT1G07970	1	2469218	2472806	-	3589	76	152	57	88	13	3
gene:AT1G07980	1	2473165	2475128	-	1964	100	115	50	112	18	70
gene:AT1G07985	1	2475226	2476167	+	942	0	0	0	0	0	3
gene:AT1G07990	1	2476953	2483196	+	6244	252	495	140	1726	339	247
gene:AT1G08000	1	2483240	2485726	-	2487	93	67	31	243	9	63
gene:AT1G08005	1	2485281	2485724	+	444	0	0	0	0	0	0
gene:AT1G08010	1	2485848	2488085	-	2238	138	188	93	264	207	102
gene:AT1G08030	1	2489409	2493327	-	3919	168	303	124	332	18	99
gene:AT1G08035	1	2494402	2495313	+	912	0	0	22	0	0	0
gene:AT1G08040	1	2495309	2498764	-	3456	186	229	54	408	145	80
gene:AT1G08050	1	2498794	2501581	-	2788	76	88	18	1848	551	903
gene:AT1G08060	1	2501704	2511084	-	9381	392	431	90	967	187	280
gene:AT1G08065	1	2511647	2513454	-	1808	0	0	1	0	0	2
gene:AT1G08070	1	2514150	2516620	-	2471	18	66	9	0	7	3
gene:AT1G08080	1	2516991	2518611	-	1621	0	45	27	6	34	2
gene:AT1G08090	1	2524023	2526322	+	2300	2	0	1	1	0	2
gene:AT1G08100	1	2527170	2529120	-	1951	0	0	0	0	0	0
gene:AT1G08110	1	2535251	2537932	+	2682	344	446	91	519	208	148
gene:AT1G08120	1	2538615	2539661	+	1047	0	8	0	0	0	0
